# Sample IMU log for Sensor Log Analyzer

# Columns: t_ms, ax, ay, az, gx, gy, gz

t_ms,ax,ay,az,gx,gy,gz
11,0.007173217663256161,0.02528227097803544,1.0001759310558358,0.15083713024583756,1.2625326486529271,0.14796324429741756
22,0.006230679104364718,0.022665626407902338,1.006901729991646,0.10860769409385838,0.9526735839929846,-0.0011703559568262544
31,0.0008266484726150512,0.012296782072633884,0.9904453012333331,0.22194050429068435,0.9269860698821535,0.29786814309011206
40,0.0017266038855345781,0.015502317116771146,1.0140489670396846,0.5658900316389099,0.9511242879962725,0.05662467995305377
49,0.0009913449343058232,0.023289855993583335,0.9997284266778316,0.24265670807945255,0.8952606915178145,0.01953437958890811
59,0.008341317971405297,0.021593492271733492,0.9856205419595643,-0.08060488127548945,0.9087007859862037,0.07488707125708931
68,0.008821239724779554,0.02050957240309325,0.9990010088739588,0.3328510076825994,1.0007262195862043,0.06881512873628882
78,-0.002934996709746022,0.02206268960155523,1.0048877411888044,0.4505184162269589,0.8382666180307415,-0.20461058477502525
89,0.0028740940445307547,0.013631951945227622,1.007684735154697,0.6153730195620633,1.0853383221773893,0.12537260189515098
100,0.006454428016982882,0.015640456230337454,0.9923046631001787,0.6765602757811446,1.3288268012025277,0.09591609300628802
110,0.007013851376475136,0.019747213192198916,1.0110615220838355,0.2729635353669636,0.9482065089813042,-0.10161716977340672
120,0.0004457863840222273,0.025183560423632418,0.9924157169798427,0.48339515475679085,0.9767783883928329,0.19252952166879664
130,0.009838380724812098,0.012863804509896534,0.9917954875018392,0.383951055401629,1.075511160956889,-0.0013752717738857397
140,0.011930545354416682,0.018701305906704747,1.010847411134536,0.6930177509308183,1.0157941013922793,-0.15164164551679676
149,0.006184423281386829,0.022042027659090725,0.9925427131316178,0.5762672512142548,0.504508997462074,-0.11764372359754656
160,0.010559959308472623,0.009784308709096013,0.9923328913503332,0.5478526245620707,0.8876843252050357,-0.05649352929787527
170,0.01279580440966365,0.01721176871181832,0.9972176705037286,0.30439595229948857,1.2763423012298123,-0.044657147285746206
181,0.021872113551712452,0.011193474335358881,0.9957219496526372,0.928179885453535,0.84596024400251,-0.05463772137914102
190,0.005359820875972298,0.01399463011849958,0.9996678846263506,0.684725278758523,0.9108436223326618,0.026579269507614148
200,0.0211755692701542,0.00920142535695214,0.9987786065647813,0.7837674387091251,1.2702051776770948,-0.25213739070314456
209,0.013795715450860915,0.006198692918914736,1.012217464346719,0.7145547223724531,1.1205689520718134,0.1564881741932244
220,0.01852797847054361,0.02013267946863536,0.9797546511485861,0.46340676857514007,1.20740091672862,-0.10871077709739677
231,0.017266109988383287,0.018478013454816394,1.014481016868281,0.8100669693913399,0.67171383398695,0.06867755992373098
240,0.01640776625380158,0.01575287018105498,1.012595570688223,0.8804520709857041,0.8665821896516998,-0.00950654927936613
251,0.014422653651327586,0.01075349374438281,1.0164193621622393,0.6587771436121812,1.0097098437141014,0.047628239851205324
262,0.01113023974912791,0.013415131843635884,0.9965520667065637,0.5057309126185121,0.7333750467696578,-0.05157118117216458
272,0.018862677394202762,0.00928742938823959,1.008710863810424,1.064703011424617,0.6566467969011391,0.07773276660318042
283,0.0249669099053349,0.01417190991335971,0.997853343305677,0.9186993184559205,0.7950421148645981,-0.2668465277297081
292,0.01842678927009514,0.01449873431760828,0.9900721584928864,1.066737258225934,0.8072125925407034,0.11190379864298929
301,0.00935810628245388,0.014226307779092541,0.9969375498021879,1.0051592654891293,1.204522475321719,-0.001285972689119115
310,0.0276113000554603,0.005902195826732619,1.0057878569144205,1.249040926166074,0.8596057946611259,0.1479495223606772
319,0.019305070105746096,0.010001566788867367,0.9823548878285302,1.363792489368273,0.8391738838380594,-0.11994831360978152
330,0.03519901250974973,0.0047232765129801004,0.9850470022689174,0.9925197663025397,0.8844899169618863,0.10400100600919443
339,0.014047825595389819,0.0055503646386056964,0.9999563570718094,1.055824515022499,0.5746860799149881,-0.08948261081514208
350,0.026699835056379854,0.01849711428027933,1.0056168663878478,1.2131757159139411,0.5168010536873426,-0.12648643109512578
359,0.010013949804474257,0.014083318053615571,0.988087942154974,1.061140783010519,0.8332809143409204,0.015331818817021661
370,0.014657049427129289,0.0035697384109444085,1.0061989712232045,1.144008568856937,0.7073280419426824,-0.1082887144425423
380,0.02487449206133225,0.011265584548862482,0.9778243170693915,1.3422802254239095,0.7499983265889173,-0.008063362620209857
391,0.036650882419007755,0.005124002894393042,1.006203496510288,1.3051716409207568,0.6651284202601482,0.34742570216572755
400,0.02347725187663071,0.0014011786280919759,1.0103757049401996,1.5791867273026075,0.6175393446147293,-0.19758779682201547
411,0.012645193074950933,0.002646508860300497,0.9781785331938497,1.1281205301935797,1.0072136120828237,0.18645983293566767
421,0.021652383536435404,0.004911801794063244,0.9924676273025872,1.2506520601477373,0.4144524920396772,-0.1460012269681917
430,0.016031310115437084,-0.006303744219200942,0.99239941705621,1.3142169499912237,0.706561501454093,-0.02642466316365431
441,0.016058675740850677,0.003871533789515016,1.0171687058754768,1.3461588767443116,0.534081671724629,-0.08871708036343959
452,0.012136418424525291,0.004076401529975786,0.9954811911354293,1.3202387822148245,0.9069093511165114,-0.0778047559607316
461,0.010159583999500003,-0.001997573860752762,0.9950821669925244,1.3145639739147716,0.7237632966823326,0.0924499961743963
470,0.02181582331841095,-0.0019544661266439308,№;"4",1.477187716189386,0.6678945584934067,-0.3058727014551923
480,0.027000032116609504,-0.0019454188184631971,1.0065653294679093,1.3319464241778907,0.7609689904523071,0.22942244825966635
489,0.01935784893426508,-0.0019429415895439715,0.9992423177192588,1.2308524542289834,0.8852698247792292,-0.11373025605617769
500,0.01965328912381674,-0.0055701704986144155,1.0011129547997024,1.3304380061223067,0.8150010831218707,-0.21349295822753617
509,0.021362614921498966,0.00812699328945039,0.989137444404816,1.7341319186999355,0.6231643270422308,-0.07705188186675425
520,0.01902274333308238,0.0009421280363198226,1.0171851488313384,1.0522727881333545,0.4540899576317343,0.21126115025964354
530,0.012931088663052974,-0.012595761770696833,0.9988452457479485,1.496215964367551,0.6003176361038349,-0.08147008188312421
541,0.020402349743631653,-0.005524994253479415,1.0082958729711853,1.5988785591301626,0.4462415469472633,-0.1289665860639881
552,0.01854198841749879,-0.00556440769696204,1.0052413320278815,1.3961197547910933,0.6558225490744943,0.04419727603401876
563,0.021086386453781435,-0.008825153798308144,0.9968578821436876,1.1569058212157668,0.33923255718340123,-0.1253731050633267
572,0.025756236801402987,-0.010146756095141339,0.989445099582452,1.278896194289983,0.7181866349467886,0.22710068585783433
583,0.012615633038034807,-0.002507873184749495,0.9931531195595744,1.5867527119858937,0.5394085454484703,0.11236767483014629
593,0.009156215955419754,-0.01758597344797358,0.9936706486135815,1.3818251842997291,0.36992765907840314,-0.0012680816320653884
603,0.015504268830567644,-7.929342514655796e-07,0.9930875269616746,1.3874282194705914,0.07649706137240009,0.08050606728614099
614,0.002057476725008365,-0.007358429449531333,1.0017390961970993,1.3821337893696508,0.5435074936865543,0.09171606355391362
625,0.01034845237524392,-0.011315901700697142,1.0069869382504624,1.4564777790780865,0.18098018378061564,0.2525355999243679
634,0.015088139085923453,-0.00975338299917059,0.9807672666035259,1.5604342635893294,0.48382043984347733,0.06856077488229255
645,0.0035740193015020814,-0.014590557904836293,0.9924654482501993,1.6332765864903367,0.46019713758240066,0.1830468548194559
654,0.01065869908369652,-0.014902503573838752,1.005145475576493,1.2059719843404877,0.010731416845673636,0.04230704381076609
663,0.0007492300665813533,-0.009502290583646206,0.9852916863255157,0.9780512295556685,-0.16180782951697167,-0.20726528335625588
673,0.0026365952249802456,-0.01764126420719804,0.9811653995889021,1.4793389616130213,-0.18455750837528054,-0.09479687917745676
684,0.011416072420461922,-0.01720477811944879,1.0002136737702012,1.1027112520235525,0.14218445571036203,0.25629989802191827
694,0.00434838050067328,-0.016387104500586763,1.0072504222113123,1.556581863416878,0.15790181376275841,0.13044108300050783
705,0.0088220500577072,-0.01266776288995761,0.995727526214611,1.5497508741940087,0.20660132377252546,0.15132806874574514
715,0.0005584527303132761,-0.01589207948818145,1.002796941698412,1.6660858863495556,0.3592878563213084,-0.11184568545105314
726,0.014939318327558236,-0.013753043403658814,0.9898780625362072,1.3512390445945397,0.2761834218701113,-0.044477785726964716
736,0.01142007946443074,-0.025305144585822323,0.985510097026015,1.6076209347272734,-0.16196914231092047,-0.05829560303505325
745,-0.0007633972873489717,-0.015526192117826918,0.9901163987734573,1.4545142964336988,-0.09387398528367924,-0.23423109541765416
756,0.005201989760732684,-0.011427465277214912,1.0097025707703282,1.6247959585924718,0.25607754847103,0.025316826293232012
767,0.0003821187063465933,-0.018463759727847584,0.9819051287654378,1.5849116895155024,0.1013639808026295,0.10589419369363778
777,0.001733013118237256,-0.012713783269627365,1.0006883232560277,1.202781198758844,0.021565207943472327,-0.2832623087309163
787,0.0027384732814033762,-0.02222704216968356,0.9999799475946228,1.3180944282051572,0.1328594927715587,-0.03180162750529065
796,0.0005681719107041435,-0.02478601696816001,1.000650134083465,0.8813760557485537,-0.008505288595503275,0.028911851161860284
805,-0.0011592297407797304,-0.01228713363412634,1.0182873532465593,1.676001200067096,-0.18938848163292327,0.025154141659863186
815,0.0010134686091680107,-0.012277411010800283,0.9999357160872581,1.2409460106686112,0.159011912063763,-0.35174434335232363
824,-0.013195962211785112,-0.023915638092251022,0.9805849134755952,1.1237566440242681,-0.41471693718761393,0.2522176744109424
833,0.003017024903496142,-0.015163289965134696,0.9967681709496472,1.2413832069920363,-0.040186202356418836,-0.2894213179892255
844,-0.0015965192532878636,-0.02731316300895086,0.9973488974108443,1.2638622550063001,-0.4051133811549995,-0.04510651253608957
853,-0.009907550764654873,-0.019288043372987923,1.0108864470978676,0.9681586225321452,0.2663536108547138,0.23500626134943695
864,-0.0018751228009646582,-0.02281381474099691,1.0035636540839512,1.3491546996495405,-0.4438375966816738,-0.029624865134026353
875,-0.004793240015945071,-0.02530044053449162,0.9893621456316111,1.2458237785421797,-0.19705157160306044,-0.1177465930803236
884,-0.006651024863469999,-0.021482140003592425,1.0055027249575579,1.102611007532502,-0.46378960675685177,0.045292165468291054
894,-0.011433619130228197,-0.014740046419182435,0.9947494448209998,1.3871624222812171,-0.3101393339753954,0.09171446574628192
